,country,happiness_rank,happiness_score,gdp_per_capita,family,health_life_expectancy,freedom,corruption,generosity,dystopia,year,social_support,region_cons
195,El Salvador,42,6.13,0.76454,1.02507,0.67737,0.4035,0.11776,0.10692,3.035,2015,,Latin America and Caribbean
196,El Salvador,46,6.068,0.8737,0.80975,0.596,0.37269,0.10613,0.08877,3.22134,2016,,Latin America and Caribbean
197,El Salvador,45,6.00299978256226,0.909784495830536,1.18212509155273,0.596018552780151,0.432452529668808,0.0899809598922729,0.0782579854130745,2.7145938873291,2017,,Latin America and Caribbean
198,El Salvador,40,6.167,0.806,,0.639,0.461,0.082,0.065,,2018,1.231,Latin America and Caribbean
199,El Salvador,35,6.253,0.794,,0.789,0.43,0.074,0.093,,2019,1.242,Latin America and Caribbean
200,Guatemala,43,6.123,0.74553,1.04356,0.64425,0.57733,0.09472,0.27489,2.74255,2015,,Latin America and Caribbean
201,Guatemala,39,6.324,0.83454,0.87119,0.54039,0.50379,0.08701,0.28808,3.19863,2016,,Latin America and Caribbean
202,Guatemala,29,6.4539999961853,0.872001945972443,1.25558519363403,0.540239989757538,0.531310617923737,0.0772232785820961,0.283488392829895,2.89389109611511,2017,,Latin America and Caribbean
203,Guatemala,30,6.382,0.781,,0.608,0.604,0.071,0.179,,2018,1.268,Latin America and Caribbean
204,Guatemala,27,6.436,0.8,,0.746,0.535,0.078,0.175,,2019,1.269,Latin America and Caribbean
205,Uzbekistan,44,6.003,0.63244,1.34043,0.59772,0.65821,0.30826,0.22837,2.23741,2015,,Central and Eastern Europe
206,Uzbekistan,49,5.987,0.73591,1.1681,0.50163,0.60848,0.28333,0.34326,2.34638,2016,,Central and Eastern Europe
207,Uzbekistan,47,5.97100019454956,0.786441087722778,1.54896914958954,0.498272627592087,0.658248662948608,0.246528223156929,0.415983647108078,1.81691360473633,2017,,Central and Eastern Europe
208,Uzbekistan,44,6.096,0.719,,0.605,0.724,0.259,0.328,,2018,1.584,Central and Eastern Europe
209,Uzbekistan,41,6.174,0.745,,0.756,0.631,0.24,0.322,,2019,1.529,Central and Eastern Europe
210,Slovakia,45,5.995,1.16891,1.26999,0.78902,0.31751,0.03431,0.16893,2.24639,2015,,Central and Eastern Europe
211,Slovakia,45,6.078,1.27973,1.08268,0.70367,0.23391,0.02947,0.13837,2.61065,2016,,Central and Eastern Europe
212,Slovakia,40,6.09800004959106,1.32539355754852,1.50505924224854,0.712732911109924,0.295817464590073,0.0242108516395092,0.136544480919838,2.09777665138245,2017,,Central and Eastern Europe
213,Slovakia,39,6.173,1.21,,0.776,0.354,0.014,0.118,,2018,1.537,Central and Eastern Europe
214,Slovakia,38,6.198,1.246,,0.881,0.334,0.014,0.121,,2019,1.504,Central and Eastern Europe
215,Japan,46,5.987,1.27074,1.25712,0.99111,0.49615,0.1806,0.10705,1.68435,2015,,Eastern Asia
216,Japan,53,5.921,1.38007,1.06054,0.91491,0.46761,0.18985,0.10224,1.80584,2016,,Eastern Asia
217,Japan,51,5.92000007629395,1.41691517829895,1.43633782863617,0.913475871086121,0.505625545978546,0.163760736584663,0.12057276815176,1.36322355270386,2017,,Eastern Asia
218,Japan,54,5.915,1.294,,0.988,0.553,0.15,0.079,,2018,1.462,Eastern Asia
219,Japan,58,5.886,1.327,,1.088,0.445,0.14,0.069,,2019,1.419,Eastern Asia
220,South Korea,47,5.984,1.24461,0.95774,0.96538,0.33208,0.07857,0.18557,2.21978,2015,,Eastern Asia
221,South Korea,57,5.835,1.35948,0.72194,0.88645,0.25168,0.07716,0.18824,2.35015,2016,,Eastern Asia
222,South Korea,55,5.83799982070923,1.40167844295502,1.12827444076538,0.900214076042175,0.257921665906906,0.0632826685905457,0.206674367189407,1.88037800788879,2017,,Eastern Asia
223,South Korea,57,5.875,1.266,,0.955,0.244,0.051,0.175,,2018,1.204,Eastern Asia
224,South Korea,54,5.895,1.301,,1.036,0.159,0.056,0.175,,2019,1.219,Eastern Asia
225,Ecuador,48,5.975,0.86402,0.99903,0.79075,0.48574,0.1809,0.11541,2.53942,2015,,Latin America and Caribbean
226,Ecuador,51,5.976,0.97306,0.85974,0.68613,0.4027,0.18037,0.10074,2.77366,2016,,Latin America and Caribbean
227,Ecuador,44,6.00799989700317,1.00082039833069,1.28616881370544,0.685636222362518,0.4551981985569,0.140134647488594,0.150112465023994,2.29035258293152,2017,,Latin America and Caribbean
228,Ecuador,48,5.973,0.889,,0.736,0.556,0.12,0.114,,2018,1.33,Latin America and Caribbean
229,Ecuador,50,6.028,0.912,,0.868,0.498,0.087,0.126,,2019,1.312,Latin America and Caribbean
230,Bahrain,49,5.96,1.32376,1.21624,0.74716,0.45492,0.306,0.17362,1.73797,2015,,Middle East and Northern Africa
231,Bahrain,42,6.218,1.44024,0.94397,0.65696,0.47375,0.25772,0.17147,2.27405,2016,,Middle East and Northern Africa
232,Bahrain,41,6.08699989318848,1.48841226100922,1.32311046123505,0.653133034706116,0.536746919155121,0.257042169570923,0.172668486833572,1.65614938735962,2017,,Middle East and Northern Africa
233,Bahrain,43,6.105,1.338,,0.698,0.594,0.123,0.243,,2018,1.366,Middle East and Northern Africa
234,Bahrain,37,6.199,1.362,,0.871,0.536,0.11,0.255,,2019,1.368,Middle East and Northern Africa
235,Italy,50,5.948,1.25114,1.19777,0.95446,0.26236,0.02901,0.22823,2.02518,2015,,Western Europe
236,Italy,50,5.977,1.35495,1.04167,0.85102,0.18827,0.02556,0.16684,2.34918,2016,,Western Europe
237,Italy,48,5.96400022506714,1.39506661891937,1.44492328166962,0.853144347667694,0.256450712680817,0.0280280914157629,0.17278964817524,1.81331205368042,2017,,Western Europe
238,Italy,47,6.0,1.264,,0.946,0.281,0.028,0.137,,2018,1.501,Western Europe
239,Italy,36,6.223,1.294,,1.039,0.231,0.03,0.158,,2019,1.488,Western Europe
240,Bolivia,51,5.89,0.68133,0.97841,0.5392,0.57414,0.088,0.20536,2.82334,2015,,Latin America and Caribbean
241,Bolivia,59,5.822,0.79422,0.83779,0.4697,0.50961,0.07746,0.21698,2.91635,2016,,Latin America and Caribbean
242,Bolivia,58,5.82299995422363,0.833756566047668,1.22761905193329,0.473630249500275,0.558732926845551,0.0604777261614799,0.22556072473526,2.44327902793884,2017,,Latin America and Caribbean
243,Bolivia,62,5.752,0.751,,0.508,0.606,0.054,0.141,,2018,1.223,Latin America and Caribbean
244,Bolivia,61,5.779,0.776,,0.706,0.511,0.064,0.137,,2019,1.209,Latin America and Caribbean
245,Moldova,52,5.889,0.59448,1.01528,0.61826,0.32818,0.01615,0.20951,3.10712,2015,,Central and Eastern Europe
246,Moldova,55,5.897,0.69177,0.83132,0.52309,0.25202,0.01903,0.19997,3.38007,2016,,Central and Eastern Europe
247,Moldova,56,5.83799982070923,0.728870630264282,1.25182557106018,0.589465200901031,0.240729048848152,0.0100912861526012,0.208779126405716,2.80780839920044,2017,,Central and Eastern Europe
248,Moldova,67,5.64,0.657,,0.62,0.232,0.0,0.171,,2018,1.301,Central and Eastern Europe
249,Moldova,71,5.529,0.685,,0.739,0.245,0.0,0.181,,2019,1.328,Central and Eastern Europe
250,Paraguay,53,5.878,0.75985,1.30477,0.66098,0.53899,0.08242,0.3424,2.18896,2015,,Latin America and Caribbean
251,Paraguay,70,5.538,0.89373,1.11111,0.58295,0.46235,0.07396,0.25296,2.16091,2016,,Latin America and Caribbean
252,Paraguay,70,5.49300003051758,0.932537317276001,1.50728487968445,0.579250693321228,0.473507791757584,0.091065913438797,0.224150657653809,1.6853334903717,2017,,Latin America and Caribbean
253,Paraguay,64,5.681,0.835,,0.615,0.541,0.074,0.162,,2018,1.522,Latin America and Caribbean
254,Paraguay,63,5.743,0.855,,0.777,0.514,0.08,0.184,,2019,1.475,Latin America and Caribbean
255,Kazakhstan,54,5.855,1.12254,1.12241,0.64368,0.51649,0.08454,0.11827,2.24729,2015,,Central and Eastern Europe
256,Kazakhstan,54,5.919,1.22943,0.95544,0.57386,0.4052,0.11132,0.15011,2.49325,2016,,Central and Eastern Europe
257,Kazakhstan,60,5.81899976730347,1.28455626964569,1.38436901569366,0.606041550636292,0.437454283237457,0.119282886385918,0.201964423060417,1.78489255905151,2017,,Central and Eastern Europe
258,Kazakhstan,60,5.79,1.143,,0.631,0.454,0.121,0.148,,2018,1.516,Central and Eastern Europe
259,Kazakhstan,60,5.809,1.173,,0.729,0.41,0.096,0.146,,2019,1.508,Central and Eastern Europe
260,Slovenia,55,5.848,1.18498,1.27385,0.87337,0.60855,0.03787,0.25328,1.61583,2015,,Central and Eastern Europe
261,Slovenia,63,5.768,1.29947,1.05613,0.79151,0.53164,0.03635,0.25738,1.79522,2016,,Central and Eastern Europe
262,Slovenia,62,5.75799989700317,1.3412059545517,1.45251882076263,0.790828227996826,0.572575807571411,0.0451289787888527,0.242649093270302,1.31331729888916,2017,,Central and Eastern Europe
263,Slovenia,51,5.948,1.219,,0.856,0.633,0.051,0.16,,2018,1.506,Central and Eastern Europe
264,Slovenia,44,6.118,1.258,,0.953,0.564,0.057,0.144,,2019,1.523,Central and Eastern Europe
265,Lithuania,56,5.833,1.14723,1.25745,0.73128,0.21342,0.01031,0.02641,2.44649,2015,,Central and Eastern Europe
266,Lithuania,60,5.813,1.2692,1.06411,0.64674,0.18929,0.0182,0.02025,2.60525,2016,,Central and Eastern Europe
267,Lithuania,52,5.90199995040894,1.31458234786987,1.47351610660553,0.62894994020462,0.234231784939766,0.0118656428530812,0.010164656676352,2.22844052314758,2017,,Central and Eastern Europe
268,Lithuania,50,5.952,1.197,,0.716,0.35,0.006,0.026,,2018,1.527,Central and Eastern Europe
269,Lithuania,42,6.149,1.238,,0.818,0.291,0.042,0.043,,2019,1.515,Central and Eastern Europe
270,Nicaragua,57,5.828,0.59325,1.14184,0.74314,0.55475,0.19317,0.27815,2.32407,2015,,Latin America and Caribbean
271,Nicaragua,48,5.992,0.69384,0.89521,0.65213,0.46582,0.16292,0.29773,2.82428,2016,,Latin America and Caribbean
272,Nicaragua,43,6.07100009918213,0.737299203872681,1.28721570968628,0.653095960617065,0.447551846504211,0.130687981843948,0.301674216985703,2.51393055915833,2017,,Latin America and Caribbean
273,Nicaragua,41,6.141,0.668,,0.7,0.527,0.128,0.208,,2018,1.319,Latin America and Caribbean
274,Nicaragua,45,6.105,0.694,,0.835,0.435,0.127,0.2,,2019,1.325,Latin America and Caribbean
275,Peru,58,5.824,0.90019,0.97459,0.73017,0.41496,0.05989,0.14982,2.5945,2015,,Latin America and Caribbean
276,Peru,64,5.743,0.99602,0.81255,0.62994,0.37502,0.05292,0.14527,2.73117,2016,,Latin America and Caribbean
277,Peru,63,5.71500015258789,1.03522527217865,1.21877038478851,0.630166113376617,0.450002878904343,0.0470490865409374,0.126819714903831,2.20726943016052,2017,,Latin America and Caribbean
278,Peru,65,5.663,0.934,,0.674,0.53,0.034,0.092,,2018,1.249,Latin America and Caribbean
279,Peru,65,5.697,0.96,,0.854,0.455,0.027,0.083,,2019,1.274,Latin America and Caribbean
280,Belarus,59,5.813,1.03192,1.23289,0.73608,0.37938,0.1909,0.11046,2.1309,2015,,Central and Eastern Europe
281,Belarus,61,5.802,1.13062,1.04993,0.63104,0.29091,0.17457,0.13942,2.38582,2016,,Central and Eastern Europe
282,Belarus,67,5.56899976730347,1.15655755996704,1.44494521617889,0.637714266777039,0.295400261878967,0.156313821673393,0.15513750910759,1.72323298454285,2017,,Central and Eastern Europe
283,Belarus,73,5.483,1.039,,0.7,0.307,0.154,0.101,,2018,1.498,Central and Eastern Europe
284,Belarus,81,5.323,1.067,,0.789,0.235,0.142,0.094,,2019,1.465,Central and Eastern Europe
285,Poland,60,5.791,1.12555,1.27948,0.77903,0.53122,0.04212,0.16759,1.86565,2015,,Central and Eastern Europe
286,Poland,57,5.835,1.24585,1.04685,0.69058,0.4519,0.055,0.14443,2.20035,2016,,Central and Eastern Europe
287,Poland,46,5.97300004959106,1.29178786277771,1.44571197032928,0.699475347995758,0.520342111587524,0.0593078061938286,0.158465966582298,1.79772281646729,2017,,Central and Eastern Europe
288,Poland,42,6.123,1.176,,0.781,0.546,0.064,0.108,,2018,1.448,Central and Eastern Europe
289,Poland,40,6.182,1.206,,0.884,0.483,0.05,0.117,,2019,1.438,Central and Eastern Europe
290,Malaysia,61,5.77,1.12486,1.07023,0.72394,0.53024,0.10501,0.33075,1.88541,2015,,Southeastern Asia
291,Malaysia,47,6.005,1.25142,0.88025,0.62366,0.39031,0.09081,0.41474,2.35384,2016,,Southeastern Asia
292,Malaysia,42,6.08400011062622,1.29121541976929,1.28464603424072,0.618784427642822,0.402264982461929,0.0656007081270218,0.416608929634094,2.00444889068604,2017,,Southeastern Asia
293,Malaysia,35,6.322,1.161,,0.669,0.356,0.059,0.311,,2018,1.258,Southeastern Asia
294,Malaysia,80,5.339,1.221,,0.828,0.508,0.024,0.26,,2019,1.171,Southeastern Asia
295,Croatia,62,5.759,1.08254,0.79624,0.78805,0.25883,0.0243,0.05444,2.75414,2015,,Central and Eastern Europe
296,Croatia,74,5.488,1.18649,0.60809,0.70524,0.23907,0.04002,0.18434,2.52462,2016,,Central and Eastern Europe
297,Croatia,77,5.29300022125244,1.22255623340607,0.96798300743103,0.701288521289825,0.255772292613983,0.0431031100451946,0.248002976179123,1.85449242591858,2017,,Central and Eastern Europe
298,Croatia,82,5.321,1.115,,0.737,0.38,0.039,0.12,,2018,1.161,Central and Eastern Europe
299,Croatia,75,5.432,1.155,,0.914,0.296,0.022,0.119,,2019,1.266,Central and Eastern Europe
300,Libya,63,5.754,1.13145,1.11862,0.7038,0.41668,0.11023,0.18295,2.09066,2015,,Middle East and Northern Africa
301,Libya,67,5.615,1.06688,0.95076,0.52304,0.40672,0.10339,0.17087,2.39374,2016,,Middle East and Northern Africa
302,Libya,68,5.52500009536743,1.10180306434631,1.35756433010101,0.520169019699097,0.465733230113983,0.0926102101802826,0.152073666453362,1.83501124382019,2017,,Middle East and Northern Africa
303,Libya,70,5.566,0.985,,0.553,0.496,0.148,0.116,,2018,1.35,Middle East and Northern Africa
304,Libya,72,5.525,1.044,,0.673,0.416,0.152,0.133,,2019,1.303,Middle East and Northern Africa
305,Russia,64,5.716,1.13764,1.23617,0.66926,0.36679,0.03005,0.00199,2.27394,2015,,Central and Eastern Europe
306,Russia,56,5.856,1.23228,1.05261,0.58991,0.32682,0.03586,0.02736,2.59115,2016,,Central and Eastern Europe
307,Russia,49,5.96299982070923,1.28177809715271,1.46928238868713,0.547349333763123,0.373783111572266,0.0329628810286522,0.0522638224065304,2.20560741424561,2017,,Central and Eastern Europe
308,Russia,59,5.81,1.151,,0.599,0.399,0.025,0.065,,2018,1.479,Central and Eastern Europe
309,Russia,68,5.648,1.183,,0.726,0.334,0.031,0.082,,2019,1.452,Central and Eastern Europe
310,Jamaica,65,5.709,0.81038,1.15102,0.68741,0.50442,0.02299,0.2123,2.32038,2015,,Latin America and Caribbean
311,Jamaica,73,5.51,0.89333,0.96372,0.59469,0.43597,0.04294,0.22245,2.35682,2016,,Latin America and Caribbean
312,Jamaica,76,5.31099987030029,0.925579309463501,1.36821806430817,0.641022384166718,0.474307239055634,0.0552677810192108,0.233818337321281,1.61232566833496,2017,,Latin America and Caribbean
313,Jamaica,56,5.89,0.819,,0.693,0.575,0.031,0.096,,2018,1.493,Latin America and Caribbean
314,Jamaica,56,5.89,0.831,,0.831,0.49,0.028,0.107,,2019,1.478,Latin America and Caribbean
315,North Cyprus,66,5.695,1.20806,1.07008,0.92356,0.49027,0.1428,0.26169,1.59888,2015,,Western Europe
316,North Cyprus,62,5.771,1.31141,0.81826,0.84142,0.43596,0.16578,0.26322,1.93447,2016,,Western Europe
317,North Cyprus,61,5.80999994277954,1.3469113111496,1.18630337715149,0.834647238254547,0.471203625202179,0.155353352427483,0.266845703125,1.54915761947632,2017,,Western Europe
318,Cyprus,67,5.689,1.20813,0.89318,0.92356,0.40672,0.06146,0.30638,1.88931,2015,,Western Europe
319,Cyprus,69,5.546,1.31857,0.70697,0.8488,0.29507,0.05228,0.27906,2.04497,2016,,Western Europe
320,Cyprus,65,5.62099981307983,1.35593807697296,1.13136327266693,0.84471470117569,0.355111539363861,0.0412379764020443,0.271254301071167,1.62124919891357,2017,,Western Europe
321,Cyprus,61,5.762,1.229,,0.909,0.423,0.035,0.202,,2018,1.191,Western Europe
322,Cyprus,49,6.046,1.263,,1.042,0.406,0.041,0.19,,2019,1.223,Western Europe
323,Algeria,68,5.605,0.93929,1.07772,0.61766,0.28579,0.17383,0.07822,2.43209,2015,,Middle East and Northern Africa
324,Algeria,38,6.355,1.05266,0.83309,0.61804,0.21006,0.16157,0.07044,3.40904,2016,,Middle East and Northern Africa
325,Algeria,53,5.87200021743774,1.09186446666718,1.1462174654007,0.617584645748138,0.233335807919502,0.146096110343933,0.0694366469979286,2.56760382652283,2017,,Middle East and Northern Africa
326,Algeria,84,5.295,0.979,,0.687,0.077,0.135,0.055,,2018,1.154,Middle East and Northern Africa
327,Algeria,88,5.211,1.002,,0.785,0.086,0.114,0.073,,2019,1.16,Middle East and Northern Africa
328,Kosovo,69,5.589,0.80148,0.81198,0.63132,0.24749,0.04741,0.2831,2.76579,2015,,Central and Eastern Europe
329,Kosovo,77,5.401,0.90145,0.66062,0.54,0.14396,0.06547,0.27992,2.80998,2016,,Central and Eastern Europe
330,Kosovo,78,5.27899980545044,0.951484382152557,1.13785350322723,0.541452050209045,0.260287940502167,0.0574716180562973,0.319931447505951,2.01054072380066,2017,,Central and Eastern Europe
331,Kosovo,66,5.662,0.855,,0.578,0.448,0.023,0.274,,2018,1.23,Central and Eastern Europe
332,Kosovo,46,6.1,0.882,,0.758,0.489,0.006,0.262,,2019,1.232,Central and Eastern Europe
333,Turkmenistan,70,5.548,0.95847,1.22668,0.53886,0.4761,0.30844,0.16979,1.86984,2015,,Central and Eastern Europe
334,Turkmenistan,65,5.658,1.08017,1.03817,0.44006,0.37408,0.28467,0.22567,2.21489,2016,,Central and Eastern Europe
335,Turkmenistan,59,5.82200002670288,1.13077676296234,1.49314916133881,0.437726080417633,0.41827192902565,0.259270340204239,0.24992498755455,1.83290982246399,2017,,Central and Eastern Europe
336,Turkmenistan,68,5.636,1.016,,0.517,0.417,0.037,0.199,,2018,1.533,Central and Eastern Europe
337,Turkmenistan,87,5.247,1.052,,0.657,0.394,0.028,0.244,,2019,1.538,Central and Eastern Europe
338,Mauritius,71,5.477,1.00761,0.98521,0.7095,0.56066,0.07521,0.37744,1.76145,2015,,Sub-Saharan Africa
339,Mauritius,66,5.648,1.14372,0.75695,0.66189,0.46145,0.05203,0.36951,2.20223,2016,,Sub-Saharan Africa
340,Mauritius,64,5.62900018692017,1.18939554691315,1.20956099033356,0.638007462024689,0.491247326135635,0.0421815551817417,0.360933750867844,1.6975839138031,2017,,Sub-Saharan Africa
341,Mauritius,55,5.891,1.09,,0.684,0.584,0.05,0.245,,2018,1.387,Sub-Saharan Africa
342,Mauritius,57,5.888,1.12,,0.798,0.498,0.06,0.215,,2019,1.402,Sub-Saharan Africa
343,Hong Kong,72,5.474,1.38604,1.05818,1.01328,0.59608,0.37124,0.39478,0.65429,2015,,Eastern Asia
344,Hong Kong,75,5.458,1.5107,0.87021,0.95277,0.48079,0.31647,0.40097,0.92614,2016,,Eastern Asia
345,Hong Kong,76,5.43,1.405,,1.03,0.524,0.291,0.246,,2018,1.29,Eastern Asia
346,Hong Kong,76,5.43,1.438,,1.122,0.44,0.287,0.258,,2019,1.277,Eastern Asia
347,Estonia,73,5.429,1.15174,1.22791,0.77361,0.44888,0.15184,0.0868,1.58782,2015,,Central and Eastern Europe
348,Estonia,72,5.517,1.27964,1.05163,0.68098,0.41511,0.18519,0.08423,1.81985,2016,,Central and Eastern Europe
349,Estonia,66,5.61100006103516,1.32087934017181,1.47667109966278,0.695168316364288,0.479131430387497,0.183248922228813,0.0988908112049103,1.35750865936279,2017,,Central and Eastern Europe
350,Estonia,63,5.739,1.2,,0.737,0.553,0.174,0.086,,2018,1.532,Central and Eastern Europe
351,Estonia,55,5.893,1.237,,0.874,0.495,0.161,0.103,,2019,1.528,Central and Eastern Europe
352,Indonesia,74,5.399,0.82827,1.08708,0.63793,0.46611,0.0,0.51535,1.86399,2015,,Southeastern Asia
353,Indonesia,79,5.314,0.95104,0.87625,0.49374,0.39237,0.00322,0.56521,2.03171,2016,,Southeastern Asia
354,Indonesia,81,5.26200008392334,0.995538592338562,1.27444469928741,0.492345720529556,0.443323463201523,0.0153171354904771,0.611704587936401,1.42947697639465,2017,,Southeastern Asia
355,Indonesia,96,5.093,0.899,,0.522,0.538,0.018,0.484,,2018,1.215,Southeastern Asia
356,Indonesia,92,5.192,0.931,,0.66,0.491,0.028,0.498,,2019,1.203,Southeastern Asia
357,Vietnam,75,5.36,0.63216,0.91226,0.74676,0.59444,0.10441,0.1686,2.20173,2015,,Southeastern Asia
358,Vietnam,96,5.061,0.74037,0.79117,0.66157,0.55954,0.11556,0.25075,1.9418,2016,,Southeastern Asia
359,Vietnam,94,5.07399988174438,0.788547575473785,1.27749133110046,0.652168989181519,0.571055591106415,0.0876332372426987,0.234968051314354,1.46231865882874,2017,,Southeastern Asia
360,Vietnam,95,5.103,0.715,,0.702,0.618,0.079,0.177,,2018,1.365,Southeastern Asia
361,Vietnam,94,5.175,0.741,,0.851,0.543,0.073,0.147,,2019,1.346,Southeastern Asia
362,Turkey,76,5.332,1.06098,0.94632,0.73172,0.22815,0.15746,0.12253,2.08528,2015,,Middle East and Northern Africa
363,Turkey,78,5.389,1.16492,0.87717,0.64718,0.23889,0.12348,0.04707,2.29074,2016,,Middle East and Northern Africa
364,Turkey,69,5.5,1.19827437400818,1.33775317668915,0.637605607509613,0.300740599632263,0.0996715798974037,0.0466930419206619,1.87927794456482,2017,,Middle East and Northern Africa
365,Turkey,74,5.483,1.148,,0.686,0.324,0.109,0.106,,2018,1.38,Middle East and Northern Africa
366,Turkey,79,5.373,1.183,,0.808,0.195,0.106,0.083,,2019,1.36,Middle East and Northern Africa
367,Kyrgyzstan,77,5.286,0.47428,1.15115,0.65088,0.43477,0.04232,0.3003,2.2327,2015,,Central and Eastern Europe
368,Kyrgyzstan,85,5.185,0.56044,0.95434,0.55449,0.40212,0.04762,0.38432,2.28136,2016,,Central and Eastern Europe
369,Kyrgyzstan,98,5.00400018692017,0.596220076084137,1.39423859119415,0.553457796573639,0.454943388700485,0.0394391790032387,0.42858037352562,1.53672313690186,2017,,Central and Eastern Europe
370,Kyrgyzstan,92,5.131,0.53,,0.594,0.54,0.035,0.281,,2018,1.416,Central and Eastern Europe
371,Kyrgyzstan,86,5.261,0.551,,0.723,0.508,0.023,0.3,,2019,1.438,Central and Eastern Europe
372,Nigeria,78,5.268,0.65435,0.90432,0.16007,0.34334,0.0403,0.27233,2.89319,2015,,Sub-Saharan Africa
373,Nigeria,103,4.875,0.75216,0.64498,0.05108,0.27854,0.0305,0.23219,2.88586,2016,,Sub-Saharan Africa
374,Nigeria,95,5.07399988174438,0.783756256103516,1.21577048301697,0.0569157302379608,0.394952565431595,0.0261215660721064,0.230947196483612,2.36539053916931,2017,,Sub-Saharan Africa
375,Nigeria,91,5.155,0.689,,0.048,0.462,0.032,0.201,,2018,1.172,Sub-Saharan Africa
376,Nigeria,85,5.265,0.696,,0.245,0.426,0.041,0.215,,2019,1.111,Sub-Saharan Africa
377,Bhutan,79,5.253,0.77042,1.10395,0.57407,0.53206,0.15445,0.47998,1.63794,2015,,Southern Asia
378,Bhutan,84,5.196,0.8527,0.90836,0.49759,0.46074,0.1616,0.48546,1.82916,2016,,Southern Asia
379,Bhutan,97,5.01100015640259,0.885416388511658,1.34012651443481,0.495879292488098,0.501537680625916,0.173380389809608,0.474054545164108,1.14018440246582,2017,,Southern Asia
380,Bhutan,97,5.082,0.796,,0.527,0.541,0.171,0.364,,2018,1.335,Southern Asia
381,Bhutan,95,5.082,0.813,,0.604,0.457,0.167,0.37,,2019,1.321,Southern Asia
382,Azerbaijan,80,5.212,1.02389,0.93793,0.64045,0.3703,0.16065,0.07799,2.00073,2015,,Central and Eastern Europe
383,Azerbaijan,81,5.291,1.12373,0.76042,0.54504,0.35327,0.17914,0.0564,2.2735,2016,,Central and Eastern Europe
384,Azerbaijan,85,5.23400020599365,1.15360176563263,1.15240025520325,0.540775775909424,0.398155838251114,0.180987507104874,0.0452693402767181,1.76248168945312,2017,,Central and Eastern Europe
