,country,happiness_rank,happiness_score,gdp_per_capita,family,health_life_expectancy,freedom,corruption,generosity,dystopia,year,social_support,region_cons
577,Nepal,99,4.96199989318848,0.479820191860199,1.17928326129913,0.504130780696869,0.440305948257446,0.0729755461215973,0.394096165895462,1.8912410736084,2017,,Southern Asia
578,Nepal,101,4.88,0.425,,0.539,0.526,0.078,0.302,,2018,1.228,Southern Asia
579,Nepal,100,4.913,0.446,,0.677,0.439,0.089,0.285,,2019,1.226,Southern Asia
580,Ethiopia,122,4.512,0.19073,0.60406,0.44055,0.4345,0.15048,0.24325,2.44876,2015,,Sub-Saharan Africa
581,Ethiopia,115,4.508,0.29283,0.37932,0.34578,0.36703,0.1717,0.29522,2.65614,2016,,Sub-Saharan Africa
582,Ethiopia,119,4.46000003814697,0.339233845472336,0.86466920375824,0.353409707546234,0.408842742443085,0.165455713868141,0.312650740146637,2.01574373245239,2017,,Sub-Saharan Africa
583,Ethiopia,127,4.35,0.308,,0.391,0.452,0.146,0.22,,2018,0.95,Sub-Saharan Africa
584,Ethiopia,134,4.286,0.336,,0.532,0.344,0.1,0.209,,2019,1.033,Sub-Saharan Africa
585,Sierra Leone,123,4.507,0.33024,0.95571,0.0,0.4084,0.08786,0.21488,2.51009,2015,,Sub-Saharan Africa
586,Sierra Leone,111,4.635,0.36485,0.628,0.0,0.30685,0.08196,0.23897,3.01402,2016,,Sub-Saharan Africa
587,Sierra Leone,106,4.70900011062622,0.36842092871666,0.984136044979095,0.0055647538974881,0.318697690963745,0.0710951760411263,0.293040901422501,2.66845989227295,2017,,Sub-Saharan Africa
588,Sierra Leone,113,4.571,0.256,,0.0,0.355,0.053,0.238,,2018,0.813,Sub-Saharan Africa
589,Sierra Leone,129,4.374,0.268,,0.242,0.309,0.045,0.252,,2019,0.841,Sub-Saharan Africa
590,Mauritania,124,4.436,0.45407,0.86908,0.35874,0.24232,0.17461,0.219,2.11773,2015,,Sub-Saharan Africa
591,Mauritania,130,4.201,0.61391,0.84142,0.28639,0.1268,0.17955,0.22686,1.9263,2016,,Sub-Saharan Africa
592,Mauritania,123,4.29199981689453,0.648457288742065,1.2720308303833,0.285349279642105,0.0960980430245399,0.136957004666328,0.201870024204254,1.65163731575012,2017,,Sub-Saharan Africa
593,Mauritania,126,4.356,0.557,,0.292,0.129,0.093,0.134,,2018,1.245,Sub-Saharan Africa
594,Mauritania,122,4.49,0.57,,0.489,0.066,0.088,0.106,,2019,1.167,Sub-Saharan Africa
595,Kenya,125,4.419,0.36471,0.99876,0.41435,0.42215,0.05839,0.37542,1.78555,2015,,Sub-Saharan Africa
596,Kenya,122,4.356,0.52267,0.7624,0.30147,0.40576,0.06686,0.41328,1.88326,2016,,Sub-Saharan Africa
597,Kenya,112,4.55299997329712,0.560479462146759,1.06795072555542,0.309988349676132,0.452763766050339,0.0646413192152977,0.444860309362411,1.6519021987915,2017,,Sub-Saharan Africa
598,Kenya,124,4.41,0.493,,0.454,0.504,0.055,0.352,,2018,1.048,Sub-Saharan Africa
599,Kenya,121,4.509,0.512,,0.581,0.431,0.053,0.372,,2019,0.983,Sub-Saharan Africa
600,Djibouti,126,4.369,0.44025,0.59207,0.36291,0.46074,0.28105,0.18093,2.05125,2015,,Sub-Saharan Africa
601,Armenia,127,4.35,0.76821,0.77711,0.7299,0.19847,0.039,0.07855,1.75873,2015,,Central and Eastern Europe
602,Armenia,121,4.36,0.86086,0.62477,0.64083,0.14037,0.03616,0.07793,1.97864,2016,,Central and Eastern Europe
603,Armenia,121,4.37599992752075,0.900596737861633,1.00748372077942,0.637524425983429,0.198303267359734,0.0266744215041399,0.0834880918264389,1.5214991569519,2017,,Central and Eastern Europe
604,Armenia,129,4.321,0.816,,0.666,0.26,0.028,0.077,,2018,0.99,Central and Eastern Europe
605,Armenia,116,4.559,0.85,,0.815,0.283,0.064,0.095,,2019,1.055,Central and Eastern Europe
606,Botswana,128,4.332,0.99355,1.10464,0.04776,0.49495,0.12474,0.10461,1.46181,2015,,Sub-Saharan Africa
607,Botswana,137,3.974,1.09426,0.89186,0.34752,0.44089,0.10769,0.12425,0.96741,2016,,Sub-Saharan Africa
608,Botswana,142,3.76600003242493,1.12209415435791,1.22155499458313,0.341755509376526,0.505196332931519,0.0985831990838051,0.0993484482169151,0.3779137134552,2017,,Sub-Saharan Africa
609,Botswana,146,3.59,1.017,,0.417,0.557,0.092,0.042,,2018,1.174,Sub-Saharan Africa
610,Botswana,148,3.488,1.041,,0.538,0.455,0.1,0.025,,2019,1.145,Sub-Saharan Africa
611,Myanmar,129,4.307,0.27108,0.70905,0.48246,0.44017,0.19034,0.79588,1.41805,2015,,Southeastern Asia
612,Myanmar,119,4.395,0.34112,0.69981,0.3988,0.42692,0.20243,0.81971,1.50655,2016,,Southeastern Asia
613,Myanmar,114,4.54500007629395,0.367110550403595,1.12323594093323,0.397522568702698,0.514492034912109,0.188816204667091,0.838075160980225,1.11529040336609,2017,,Southeastern Asia
614,Myanmar,130,4.308,0.682,,0.429,0.58,0.178,0.598,,2018,1.174,Southeastern Asia
615,Myanmar,131,4.36,0.71,,0.555,0.525,0.172,0.566,,2019,1.181,Southeastern Asia
616,Georgia,130,4.297,0.7419,0.38562,0.72926,0.40577,0.38331,0.05547,1.59541,2015,,Central and Eastern Europe
617,Georgia,126,4.252,0.83792,0.19249,0.64035,0.32461,0.3188,0.06786,1.87031,2016,,Central and Eastern Europe
618,Georgia,125,4.28599977493286,0.950612664222717,0.57061493396759,0.649546980857849,0.309410035610199,0.251666635274887,0.0540088154375553,1.50013780593872,2017,,Central and Eastern Europe
619,Georgia,128,4.34,0.853,,0.643,0.375,0.215,0.038,,2018,0.592,Central and Eastern Europe
620,Georgia,119,4.519,0.886,,0.752,0.346,0.164,0.043,,2019,0.666,Central and Eastern Europe
621,Malawi,131,4.292,0.01604,0.41134,0.22562,0.43054,0.06977,0.33128,2.80791,2015,,Sub-Saharan Africa
622,Malawi,132,4.156,0.08709,0.147,0.29364,0.4143,0.07564,0.30968,2.82859,2016,,Sub-Saharan Africa
623,Malawi,136,3.97000002861023,0.233442038297653,0.512568831443787,0.315089583396912,0.466914653778076,0.0727116540074348,0.287170469760895,2.08178615570068,2017,,Sub-Saharan Africa
624,Malawi,147,3.587,0.186,,0.306,0.531,0.08,0.21,,2018,0.541,Sub-Saharan Africa
625,Malawi,150,3.41,0.191,,0.495,0.443,0.089,0.218,,2019,0.56,Sub-Saharan Africa
626,Sri Lanka,132,4.271,0.83524,1.01905,0.70806,0.53726,0.09179,0.40828,0.67108,2015,,Southern Asia
627,Sri Lanka,117,4.415,0.97318,0.84783,0.62007,0.50817,0.07964,0.46978,0.91681,2016,,Southern Asia
628,Sri Lanka,120,4.44000005722046,1.00985014438629,1.25997638702393,0.625130832195282,0.561213254928589,0.0736539661884308,0.490863561630249,0.419389247894287,2017,,Southern Asia
629,Sri Lanka,116,4.471,0.918,,0.672,0.585,0.05,0.307,,2018,1.314,Southern Asia
630,Sri Lanka,130,4.366,0.949,,0.831,0.47,0.047,0.244,,2019,1.265,Southern Asia
631,Cameroon,133,4.252,0.4225,0.88767,0.23402,0.49309,0.05786,0.20618,1.95071,2015,,Sub-Saharan Africa
632,Cameroon,114,4.513,0.52497,0.62542,0.12698,0.42736,0.06126,0.2268,2.5198,2016,,Sub-Saharan Africa
633,Cameroon,107,4.69500017166138,0.564305365085602,0.946018218994141,0.132892116904259,0.430388748645782,0.0513066314160824,0.236298456788063,2.3336455821991,2017,,Sub-Saharan Africa
634,Cameroon,99,4.975,0.535,,0.182,0.454,0.043,0.183,,2018,0.891,Sub-Saharan Africa
635,Cameroon,96,5.044,0.549,,0.331,0.381,0.037,0.187,,2019,0.91,Sub-Saharan Africa
636,Bulgaria,134,4.218,1.01216,1.10614,0.76649,0.30587,0.00872,0.11921,0.89991,2015,,Central and Eastern Europe
637,Bulgaria,129,4.217,1.11306,0.92542,0.67806,0.21219,0.00615,0.12793,1.15377,2016,,Central and Eastern Europe
638,Bulgaria,105,4.71400022506714,1.1614590883255,1.43437945842743,0.708217680454254,0.289231717586517,0.0110515309497714,0.113177694380283,0.996139287948608,2017,,Central and Eastern Europe
639,Bulgaria,100,4.933,1.054,,0.712,0.359,0.009,0.064,,2018,1.515,Central and Eastern Europe
640,Bulgaria,97,5.011,1.092,,0.815,0.311,0.004,0.081,,2019,1.513,Central and Eastern Europe
641,Egypt,135,4.194,0.8818,0.747,0.61712,0.17288,0.06324,0.11291,1.59927,2015,,Middle East and Northern Africa
642,Egypt,120,4.362,0.95395,0.49813,0.52116,0.18847,0.10393,0.12706,1.96895,2016,,Middle East and Northern Africa
643,Egypt,104,4.7350001335144,0.989701807498932,0.997471392154694,0.520187258720398,0.282110154628754,0.114381365478039,0.128631442785263,1.70216107368469,2017,,Middle East and Northern Africa
644,Egypt,122,4.419,0.885,,0.553,0.312,0.107,0.092,,2018,1.025,Middle East and Northern Africa
645,Egypt,137,4.166,0.913,,0.644,0.241,0.067,0.076,,2019,1.039,Middle East and Northern Africa
646,Yemen,136,4.077,0.54649,0.68093,0.40064,0.35571,0.07854,0.09131,1.92313,2015,,Middle East and Northern Africa
647,Yemen,147,3.724,0.57939,0.47493,0.31048,0.2287,0.05892,0.09821,1.97295,2016,,Middle East and Northern Africa
648,Yemen,146,3.59299993515015,0.591683447360992,0.93538224697113,0.310080915689468,0.249463722109795,0.0567674227058887,0.104125209152699,1.34560060501099,2017,,Middle East and Northern Africa
649,Yemen,152,3.355,0.442,,0.343,0.244,0.064,0.083,,2018,1.073,Middle East and Northern Africa
650,Yemen,151,3.38,0.287,,0.463,0.143,0.077,0.108,,2019,1.163,Middle East and Northern Africa
651,Angola,137,4.033,0.75778,0.8604,0.16683,0.10384,0.07122,0.12344,1.94939,2015,,Sub-Saharan Africa
652,Angola,141,3.866,0.84731,0.66366,0.04991,0.00589,0.08434,0.12071,2.09459,2016,,Sub-Saharan Africa
653,Angola,140,3.79500007629395,0.858428180217743,1.10441195964813,0.0498686656355858,0.0,0.0697203353047371,0.097926490008831,1.61448240280151,2017,,Sub-Saharan Africa
654,Angola,142,3.795,0.73,,0.269,0.0,0.061,0.079,,2018,1.125,Sub-Saharan Africa
655,Mali,138,3.995,0.26074,1.03526,0.20583,0.38857,0.12352,0.18798,1.79293,2015,,Sub-Saharan Africa
656,Mali,135,4.073,0.31292,0.86333,0.16347,0.27544,0.13647,0.21064,2.11087,2016,,Sub-Saharan Africa
657,Mali,127,4.19000005722046,0.476180493831635,1.28147339820862,0.169365674257278,0.306613743305206,0.104970246553421,0.183354198932648,1.66819095611572,2017,,Sub-Saharan Africa
658,Mali,118,4.447,0.37,,0.152,0.367,0.056,0.139,,2018,1.233,Sub-Saharan Africa
659,Mali,128,4.39,0.385,,0.308,0.327,0.052,0.153,,2019,1.105,Sub-Saharan Africa
660,Congo (Brazzaville),139,3.989,0.67866,0.6629,0.31051,0.41466,0.11686,0.12388,1.68135,2015,,Sub-Saharan Africa
661,Congo (Brazzaville),127,4.236,0.77109,0.47799,0.28212,0.37938,0.09753,0.12077,2.10681,2016,,Sub-Saharan Africa
662,Congo (Brazzaville),124,4.29099988937378,0.808964252471924,0.832044363021851,0.28995743393898,0.435025870800018,0.0796181336045265,0.120852127671242,1.72413563728333,2017,,Sub-Saharan Africa
663,Congo (Brazzaville),114,4.559,0.682,,0.343,0.514,0.077,0.091,,2018,0.811,Sub-Saharan Africa
664,Congo (Brazzaville),103,4.812,0.673,,0.508,0.372,0.093,0.105,,2019,0.799,Sub-Saharan Africa
665,Comoros,140,3.956,0.23906,0.79273,0.36315,0.22917,0.199,0.17441,1.95812,2015,,Sub-Saharan Africa
666,Comoros,138,3.956,0.27509,0.60323,0.29981,0.15412,0.18437,0.1827,2.25632,2016,,Sub-Saharan Africa
667,Comoros,142,3.973,0.274,,0.505,0.142,0.078,0.275,,2019,0.757,Sub-Saharan Africa
668,Uganda,141,3.931,0.21102,1.13299,0.33861,0.45727,0.07267,0.29066,1.42766,2015,,Sub-Saharan Africa
669,Uganda,145,3.739,0.34719,0.90981,0.19625,0.43653,0.06442,0.27102,1.51416,2016,,Sub-Saharan Africa
670,Uganda,133,4.08099985122681,0.381430715322495,1.12982773780823,0.217632606625557,0.443185955286026,0.057069718837738,0.325766056776047,1.526362657547,2017,,Sub-Saharan Africa
671,Uganda,135,4.161,0.322,,0.237,0.45,0.061,0.259,,2018,1.09,Sub-Saharan Africa
672,Uganda,136,4.189,0.332,,0.443,0.356,0.06,0.252,,2019,1.069,Sub-Saharan Africa
673,Senegal,142,3.904,0.36498,0.97619,0.4354,0.36772,0.10713,0.20843,1.44395,2015,,Sub-Saharan Africa
674,Senegal,128,4.219,0.44314,0.77416,0.40457,0.31056,0.11681,0.19103,1.97861,2016,,Sub-Saharan Africa
675,Senegal,115,4.53499984741211,0.479309022426605,1.17969191074371,0.409362852573395,0.377922266721725,0.115460447967052,0.183468893170357,1.78964614868164,2017,,Sub-Saharan Africa
676,Senegal,109,4.631,0.429,,0.433,0.406,0.082,0.138,,2018,1.117,Sub-Saharan Africa
677,Senegal,111,4.681,0.45,,0.571,0.292,0.072,0.153,,2019,1.134,Sub-Saharan Africa
678,Gabon,143,3.896,1.06024,0.90528,0.43372,0.31914,0.11091,0.06822,0.99895,2015,,Sub-Saharan Africa
679,Gabon,134,4.121,1.15851,0.72368,0.3494,0.28098,0.09314,0.06244,1.45332,2016,,Sub-Saharan Africa
680,Gabon,118,4.46500015258789,1.1982102394104,1.1556202173233,0.356578588485718,0.312328577041626,0.0760467872023582,0.0437853783369064,1.32291626930237,2017,,Sub-Saharan Africa
681,Gabon,103,4.758,1.036,,0.404,0.356,0.052,0.032,,2018,1.164,Sub-Saharan Africa
682,Gabon,104,4.799,1.057,,0.571,0.295,0.055,0.043,,2019,1.183,Sub-Saharan Africa
683,Niger,144,3.845,0.0694,0.77265,0.29707,0.47692,0.15639,0.19387,1.87877,2015,,Sub-Saharan Africa
684,Niger,142,3.856,0.1327,0.6053,0.26162,0.38041,0.17176,0.2097,2.09469,2016,,Sub-Saharan Africa
685,Niger,135,4.02799987792969,0.161925330758095,0.993025004863739,0.26850500702858,0.36365869641304,0.138572946190834,0.228673845529556,1.87398338317871,2017,,Sub-Saharan Africa
686,Niger,134,4.166,0.131,,0.221,0.39,0.099,0.175,,2018,0.867,Sub-Saharan Africa
687,Niger,114,4.628,0.138,,0.366,0.318,0.102,0.188,,2019,0.774,Sub-Saharan Africa
688,Cambodia,145,3.819,0.46038,0.62736,0.61114,0.66246,0.07247,0.40359,0.98195,2015,,Southeastern Asia
689,Cambodia,140,3.907,0.55604,0.5375,0.42494,0.58852,0.08092,0.40339,1.31573,2016,,Southeastern Asia
690,Cambodia,129,4.16800022125244,0.601765096187592,1.00623834133148,0.429783403873444,0.633375823497772,0.0681059509515762,0.385922968387604,1.04294109344482,2017,,Southeastern Asia
691,Cambodia,120,4.433,0.549,,0.457,0.696,0.065,0.256,,2018,1.088,Southeastern Asia
692,Cambodia,109,4.7,0.574,,0.637,0.609,0.062,0.232,,2019,1.122,Southeastern Asia
693,Tanzania,146,3.781,0.2852,1.00268,0.38215,0.32878,0.05747,0.34377,1.38079,2015,,Sub-Saharan Africa
694,Tanzania,149,3.666,0.47155,0.77623,0.357,0.3176,0.05099,0.31472,1.37769,2016,,Sub-Saharan Africa
695,Tanzania,153,3.34899997711182,0.511135876178741,1.04198980331421,0.364509284496307,0.390017777681351,0.0660351067781448,0.354256361722946,0.621130466461182,2017,,Sub-Saharan Africa
696,Tanzania,153,3.303,0.455,,0.381,0.481,0.097,0.27,,2018,0.991,Sub-Saharan Africa
697,Tanzania,153,3.231,0.476,,0.499,0.417,0.147,0.276,,2019,0.885,Sub-Saharan Africa
698,Madagascar,147,3.681,0.20824,0.66801,0.46721,0.19184,0.08124,0.21333,1.851,2015,,Sub-Saharan Africa
699,Madagascar,148,3.695,0.27954,0.46115,0.37109,0.13684,0.07506,0.2204,2.15075,2016,,Sub-Saharan Africa
700,Madagascar,144,3.64400005340576,0.305808693170547,0.913020372390747,0.375223308801651,0.189196765422821,0.0672319754958153,0.208732530474663,1.58461260795593,2017,,Sub-Saharan Africa
701,Madagascar,143,3.774,0.262,,0.402,0.221,0.049,0.155,,2018,0.908,Sub-Saharan Africa
702,Madagascar,143,3.933,0.274,,0.555,0.148,0.041,0.169,,2019,0.916,Sub-Saharan Africa
703,Central African Republic,148,3.678,0.0785,0.0,0.06699,0.48879,0.08289,0.23835,2.7223,2015,,Sub-Saharan Africa
704,Central African Republic,155,2.69300007820129,0.0,0.0,0.0187726859003305,0.270842045545578,0.0565650761127472,0.280876487493515,2.06600475311279,2017,,Sub-Saharan Africa
705,Central African Republic,155,3.083,0.024,,0.01,0.305,0.038,0.218,,2018,0.0,Sub-Saharan Africa
706,Central African Republic,155,3.083,0.026,,0.105,0.225,0.035,0.235,,2019,0.0,Sub-Saharan Africa
707,Chad,149,3.667,0.34193,0.76062,0.1501,0.23501,0.05269,0.18386,1.94296,2015,,Sub-Saharan Africa
708,Chad,144,3.763,0.42214,0.63178,0.03824,0.12807,0.04952,0.18667,2.30637,2016,,Sub-Saharan Africa
709,Chad,137,3.93600010871887,0.438012987375259,0.953855872154236,0.0411347150802612,0.16234202682972,0.0535818822681904,0.216113850474358,2.07123804092407,2017,,Sub-Saharan Africa
710,Chad,131,4.301,0.358,,0.053,0.189,0.06,0.181,,2018,0.907,Sub-Saharan Africa
711,Chad,132,4.35,0.35,,0.192,0.174,0.078,0.198,,2019,0.766,Sub-Saharan Africa
712,Guinea,150,3.656,0.17417,0.46475,0.24009,0.37725,0.12139,0.28657,1.99172,2015,,Sub-Saharan Africa
713,Guinea,151,3.607,0.22415,0.3109,0.18829,0.30953,0.1192,0.29914,2.15604,2016,,Sub-Saharan Africa
714,Guinea,149,3.50699996948242,0.244549930095673,0.791244685649872,0.194129139184952,0.348587512969971,0.110937617719173,0.264815092086792,1.55231189727783,2017,,Sub-Saharan Africa
715,Guinea,140,3.964,0.344,,0.211,0.394,0.094,0.185,,2018,0.792,Sub-Saharan Africa
716,Guinea,118,4.534,0.38,,0.375,0.332,0.086,0.207,,2019,0.829,Sub-Saharan Africa
717,Ivory Coast,151,3.655,0.46534,0.77115,0.15185,0.46866,0.17922,0.20165,1.41723,2015,,Sub-Saharan Africa
718,Ivory Coast,139,3.916,0.55507,0.57576,0.04476,0.40663,0.1553,0.20338,1.97478,2016,,Sub-Saharan Africa
719,Ivory Coast,128,4.17999982833862,0.603048920631409,0.904780030250549,0.0486421696841717,0.447706192731857,0.130061775445938,0.201237469911575,1.84496426582336,2017,,Sub-Saharan Africa
720,Ivory Coast,107,4.671,0.541,,0.08,0.467,0.103,0.146,,2018,0.872,Sub-Saharan Africa
721,Ivory Coast,99,4.944,0.569,,0.232,0.352,0.09,0.154,,2019,0.808,Sub-Saharan Africa
722,Burkina Faso,152,3.587,0.25812,0.85188,0.27125,0.39493,0.12832,0.21747,1.46494,2015,,Sub-Saharan Africa
723,Burkina Faso,145,3.739,0.31995,0.63054,0.21297,0.3337,0.12533,0.24353,1.87319,2016,,Sub-Saharan Africa
724,Burkina Faso,134,4.03200006484985,0.3502277135849,1.04328000545502,0.215844258666039,0.324367851018906,0.120328105986118,0.250864684581757,1.72721290588379,2017,,Sub-Saharan Africa
725,Burkina Faso,121,4.424,0.314,,0.254,0.312,0.128,0.175,,2018,1.097,Sub-Saharan Africa
726,Burkina Faso,115,4.587,0.331,,0.38,0.255,0.113,0.177,,2019,1.056,Sub-Saharan Africa
727,Afghanistan,153,3.575,0.31982,0.30285,0.30335,0.23414,0.09719,0.3651,1.9521,2015,,Southern Asia
728,Afghanistan,154,3.36,0.38227,0.11037,0.17344,0.1643,0.07112,0.31268,2.14558,2016,,Southern Asia
729,Afghanistan,141,3.79399991035461,0.401477217674255,0.581543326377869,0.180746778845787,0.106179520487785,0.0611578300595284,0.311870932579041,2.15080118179321,2017,,Southern Asia
730,Afghanistan,145,3.632,0.332,,0.255,0.085,0.036,0.191,,2018,0.537,Southern Asia
731,Afghanistan,154,3.203,0.35,,0.361,0.0,0.025,0.158,,2019,0.517,Southern Asia
732,Rwanda,154,3.465,0.22208,0.7737,0.42864,0.59201,0.55191,0.22628,0.67042,2015,,Sub-Saharan Africa
733,Rwanda,152,3.515,0.32846,0.61586,0.31865,0.5432,0.50521,0.23552,0.96819,2016,,Sub-Saharan Africa
734,Rwanda,151,3.47099995613098,0.368745893239975,0.945707023143768,0.326424807310104,0.581843852996826,0.455220013856888,0.252756029367447,0.540061235427856,2017,,Sub-Saharan Africa
735,Rwanda,151,3.408,0.332,,0.4,0.636,0.444,0.2,,2018,0.896,Sub-Saharan Africa
736,Rwanda,152,3.334,0.359,,0.614,0.555,0.411,0.217,,2019,0.711,Sub-Saharan Africa
737,Benin,155,3.34,0.28665,0.35386,0.3191,0.4845,0.0801,0.1826,1.63328,2015,,Sub-Saharan Africa
738,Benin,153,3.484,0.39499,0.10419,0.21028,0.39747,0.06681,0.2018,2.10812,2016,,Sub-Saharan Africa
739,Benin,143,3.65700006484985,0.431085407733917,0.435299843549728,0.209930211305618,0.425962775945663,0.0609290152788162,0.207948461174965,1.88563096523285,2017,,Sub-Saharan Africa
740,Benin,136,4.141,0.378,,0.24,0.44,0.067,0.163,,2018,0.372,Sub-Saharan Africa
741,Benin,102,4.883,0.393,,0.397,0.349,0.082,0.175,,2019,0.437,Sub-Saharan Africa
742,Syria,156,3.006,0.6632,0.47489,0.72193,0.15684,0.18906,0.47179,0.32858,2015,,Middle East and Northern Africa
743,Syria,156,3.069,0.74719,0.14866,0.62994,0.06912,0.17233,0.48397,0.81789,2016,,Middle East and Northern Africa
744,Syria,152,3.46199989318848,0.777153134346008,0.396102607250214,0.50053334236145,0.0815394446253777,0.151347130537033,0.493663728237152,1.06157350540161,2017,,Middle East and Northern Africa
745,Syria,150,3.462,0.689,,0.539,0.088,0.144,0.376,,2018,0.382,Middle East and Northern Africa
746,Syria,149,3.462,0.619,,0.44,0.013,0.141,0.331,,2019,0.378,Middle East and Northern Africa
747,Burundi,157,2.905,0.0153,0.41587,0.22396,0.1185,0.10062,0.19727,1.83302,2015,,Sub-Saharan Africa
748,Burundi,157,2.905,0.06831,0.23442,0.15747,0.0432,0.09419,0.2029,2.10404,2016,,Sub-Saharan Africa
749,Burundi,154,2.90499997138977,0.091622568666935,0.629793584346771,0.151610791683197,0.0599007532000542,0.0841479450464249,0.204435184597969,1.68302416801453,2017,,Sub-Saharan Africa
750,Burundi,156,2.905,0.091,,0.145,0.065,0.076,0.149,,2018,0.627,Sub-Saharan Africa
751,Burundi,145,3.775,0.046,,0.38,0.22,0.18,0.176,,2019,0.447,Sub-Saharan Africa
752,Togo,158,2.839,0.20868,0.13995,0.28443,0.36453,0.10731,0.16681,1.56726,2015,,Sub-Saharan Africa
753,Togo,155,3.303,0.28123,0.0,0.24811,0.34678,0.11587,0.17517,2.1354,2016,,Sub-Saharan Africa
754,Togo,150,3.49499988555908,0.305444717407227,0.431882530450821,0.247105568647385,0.38042613863945,0.0956650152802467,0.196896150708199,1.83722925186157,2017,,Sub-Saharan Africa
755,Togo,139,3.999,0.259,,0.253,0.434,0.101,0.158,,2018,0.474,Sub-Saharan Africa
756,Togo,139,4.085,0.275,,0.41,0.293,0.085,0.177,,2019,0.572,Sub-Saharan Africa
757,Puerto Rico,15,7.039,1.35943,1.08113,0.77758,0.46823,0.12275,0.22202,3.0076,2016,,Latin America and Caribbean
758,Belize,52,5.956,0.87616,0.68655,0.45569,0.51231,0.10771,0.23684,3.08039,2016,,Latin America and Caribbean
759,Belize,50,5.95599985122681,0.907975316047668,1.08141779899597,0.450191766023636,0.547509372234344,0.0965810716152191,0.240015640854836,2.63195562362671,2017,,Latin America and Caribbean
760,Belize,49,5.956,0.807,,0.474,0.593,0.089,0.183,,2018,1.101,Latin America and Caribbean
761,Somalia,76,5.44,0.0,0.33613,0.11466,0.56778,0.3118,0.27225,3.83772,2016,,Sub-Saharan Africa
762,Somalia,93,5.15100002288818,0.0226431842893362,0.721151351928711,0.113989137113094,0.602126955986023,0.282410323619843,0.291631311178207,3.11748456954956,2017,,Sub-Saharan Africa
763,Somalia,98,4.982,0.0,,0.115,0.674,0.282,0.238,,2018,0.712,Sub-Saharan Africa
764,Somalia,112,4.668,0.0,,0.268,0.559,0.27,0.243,,2019,0.698,Sub-Saharan Africa
765,Somaliland Region,97,5.057,0.25558,0.75862,0.33108,0.3913,0.36794,0.51479,2.43801,2016,,Sub-Saharan Africa
766,Namibia,113,4.574,0.93287,0.70362,0.34745,0.48614,0.10398,0.07795,1.92198,2016,,Sub-Saharan Africa
767,Namibia,111,4.57399988174438,0.964434325695038,1.0984708070755,0.33861181139946,0.520303547382355,0.0931469723582268,0.0771337449550629,1.4818902015686,2017,,Sub-Saharan Africa
768,Namibia,119,4.441,0.874,,0.365,0.519,0.064,0.051,,2018,1.281,Sub-Saharan Africa
769,Namibia,113,4.639,0.879,,0.477,0.401,0.056,0.07,,2019,1.313,Sub-Saharan Africa
770,South Sudan,143,3.832,0.39394,0.18519,0.15781,0.19662,0.13015,0.25899,2.50929,2016,,Sub-Saharan Africa
771,South Sudan,147,3.59100008010864,0.39724862575531,0.601323127746582,0.163486003875732,0.147062435746193,0.116793513298035,0.285670816898346,1.87956738471985,2017,,Sub-Saharan Africa
772,South Sudan,154,3.254,0.337,,0.177,0.112,0.106,0.224,,2018,0.608,Sub-Saharan Africa
773,South Sudan,156,2.853,0.306,,0.295,0.01,0.091,0.202,,2019,0.575,Sub-Saharan Africa
